Cuvant: ~If~; Parte:  ~cs~; Parte expl.: ~subordinating conjunction if, although~; Nr. intrari: ~469~
Cuvant: ~volatile~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~5~
Cuvant: ~insinuating~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~1~
Cuvant: ~contemptuous~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~3~
Cuvant: ~stepladders~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~laborer~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~4~
Cuvant: ~wondrously~; Parte:  ~ql~; Parte expl.: ~qualifier very, fairly~; Nr. intrari: ~1~
Cuvant: ~seductive~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~orange~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~4~
Cuvant: ~cat-like~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~sinuousness~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~agility~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~leaps~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~lifts~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~slides~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~3~
Cuvant: ~tensions~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~9~
Cuvant: ~souls~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~20~
Cuvant: ~super-charged~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~armchair~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~traveler~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~4~
Cuvant: ~illusions~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~3~
Cuvant: ~Skies~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~3~
Cuvant: ~Brown~; Parte:  ~jj-tl~; Parte expl.: ~tag exception: jj-tl~; Nr. intrari: ~4~
Cuvant: ~Studies~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~3~
Cuvant: ~Sansom~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~12~
Cuvant: ~bearded~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~6~
Cuvant: ~formidably~; Parte:  ~ql~; Parte expl.: ~qualifier very, fairly~; Nr. intrari: ~1~
Cuvant: ~midway~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~addiction~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~baroque~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~4~
Cuvant: ~luxuriance~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~inherit~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~4~
Cuvant: ~Sacheverell~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Sitwell~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~worthy~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~12~
Cuvant: ~pastry~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~chef~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~4~
Cuvant: ~wedding~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~13~
Cuvant: ~Hungarian~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~multimillionaire~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~indigestible~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~slices~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~overwritten~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~1~
Cuvant: ~labors~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~1~
Cuvant: ~extract~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~2~
Cuvant: ~refinements~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~3~
Cuvant: ~charm~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~1~
Cuvant: ~astound~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~1~
Cuvant: ~assembled~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~11~
Cuvant: ~ear~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~21~
Cuvant: ~gracefully~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~7~
Cuvant: ~relish~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~5~
Cuvant: ~metaphorical~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~sophisticated~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~16~
Cuvant: ~references~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~7~
Cuvant: ~contemplative~; Parte:  ~jj-hl~; Parte expl.: ~tag exception: jj-hl~; Nr. intrari: ~1~
Cuvant: ~connoisseur~; Parte:  ~nn-hl~; Parte expl.: ~tag exception: nn-hl~; Nr. intrari: ~1~
Cuvant: ~sniff~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~1~
Cuvant: ~reproduce~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~4~
Cuvant: ~smells~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~3~
Cuvant: ~ignores~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~3~
Cuvant: ~guidebook~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~sketches~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~1~
Cuvant: ~quotes~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~3~
Cuvant: ~visual~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~31~
Cuvant: ~savory~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~3~
Cuvant: ~mixture~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~18~
Cuvant: ~smells~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~architecture~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~6~
Cuvant: ~intangibles~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~Riviera~; Parte:  ~np-tl~; Parte expl.: ~tag exception: np-tl~; Nr. intrari: ~1~
Cuvant: ~Norwegian~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~fjords~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~astonishment~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~Beneath~; Parte:  ~in~; Parte expl.: ~preposition~; Nr. intrari: ~3~
Cuvant: ~deeper~; Parte:  ~jjr~; Parte expl.: ~comparative adjective~; Nr. intrari: ~15~
Cuvant: ~transmit~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~3~
Cuvant: ~fiesta~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~Torpetius~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Tropez~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~hotter~; Parte:  ~jjr~; Parte expl.: ~comparative adjective~; Nr. intrari: ~7~
Cuvant: ~Englishman~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~3~
Cuvant: ~summers~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~7~
Cuvant: ~delights~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~restaurants~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~5~
Cuvant: ~Bonne~; Parte:  ~fw-jj-tl~; Parte expl.: ~tag exception: fw-jj-tl~; Nr. intrari: ~1~
Cuvant: ~Auberge~; Parte:  ~fw-nn-tl~; Parte expl.: ~tag exception: fw-nn-tl~; Nr. intrari: ~1~
Cuvant: ~seacoast~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~Nice~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~infinite~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~13~
Cuvant: ~statues~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~Bernini~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~gigantic~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~5~
Cuvant: ~Tintoretto~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~coin~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~1~
Cuvant: ~neat~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~14~
Cuvant: ~spattered~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~1~
Cuvant: ~invigoration~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~tulips~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~petals~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~4~
Cuvant: ~shaggy~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~2~
Cuvant: ~spaniel's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~1~
Cuvant: ~snowstorm~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~landscape~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~11~
Cuvant: ~smelling~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~3~
Cuvant: ~woodsmoke~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~lacquered~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~1~
Cuvant: ~Byzantine~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~3~
Cuvant: ~self-consciousness~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~aptness~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~Beauty~; Parte:  ~nn-hl~; Parte expl.: ~tag exception: nn-hl~; Nr. intrari: ~1~
Cuvant: ~borrowed~; Parte:  ~vbn-hl~; Parte expl.: ~tag exception: vbn-hl~; Nr. intrari: ~1~
Cuvant: ~expresses~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~5~
Cuvant: ~Andrea~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~Palladio~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~dot~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~1~
Cuvant: ~environs~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~4~
Cuvant: ~Vicenza~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~How~; Parte:  ~wql~; Parte expl.: ~wh- qualifier how~; Nr. intrari: ~27~
Cuvant: ~pedimented~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~pillared~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~reminds~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~6~
Cuvant: ~colonnaded~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~cedar-roofed~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~mansion~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~7~
Cuvant: ~traceable~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~buff~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~stone~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~35~
Cuvant: ~grey-skied~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~stucco~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~4~
Cuvant: ~Palladian~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~rocking~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~4~
Cuvant: ~porch~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~30~
Cuvant: ~friezes~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~architectonic~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~shallower~; Parte:  ~jjr~; Parte expl.: ~comparative adjective~; Nr. intrari: ~1~
Cuvant: ~freeze~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~mint~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~julep~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~framing~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~4~
Cuvant: ~velvet~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~mating~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~4~
Cuvant: ~lips~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~60~
Cuvant: ~Nice~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~6~
Cuvant: ~trifle~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~7~
Cuvant: ~lamentations~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~regretted~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~3~
Cuvant: ~WBAI~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~listener-supported~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~outlet~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~4~
Cuvant: ~frequency-modulation~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~aural~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~void~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~5~
Cuvant: ~Yesterday~; Parte:  ~nr~; Parte expl.: ~adverbial noun home, today, west~; Nr. intrari: ~3~
Cuvant: ~Poised~; Parte:  ~vbn-tl~; Parte expl.: ~tag exception: vbn-tl~; Nr. intrari: ~2~
Cuvant: ~Violence~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~2~
Cuvant: ~Reavey~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~theatre~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~12~
Cuvant: ~Broadcasting~; Parte:  ~vbg-tl~; Parte expl.: ~tag exception: vbg-tl~; Nr. intrari: ~3~
Cuvant: ~Corporations~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~1~
Cuvant: ~Reavey's~; Parte:  ~np$~; Parte expl.: ~possessive proper noun~; Nr. intrari: ~2~
Cuvant: ~off-Broadway~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~avant-garde~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~play's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~2~
Cuvant: ~explore~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~6~
Cuvant: ~society's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~1~
Cuvant: ~obsession~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~artist's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~3~
Cuvant: ~guises~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~cafe~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~3~
Cuvant: ~Somewhere~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~6~
Cuvant: ~aspiration~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~relentless~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~4~
Cuvant: ~discursiveness~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~listener's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~1~
Cuvant: ~stamina~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~wilt~; Parte:  ~vb~; Parte expl.: ~verb, base form~; Nr. intrari: ~1~
Cuvant: ~fulfilling~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~1~
Cuvant: ~multitudinous~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~emerges~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~5~
Cuvant: ~arresting~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~2~
Cuvant: ~mankind's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~4~
Cuvant: ~conceivably~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~8~
Cuvant: ~altogether~; Parte:  ~ql~; Parte expl.: ~qualifier very, fairly~; Nr. intrari: ~2~
Cuvant: ~author's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~6~
Cuvant: ~reward~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~9~
Cuvant: ~WBAI~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~reinvigoration~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~weekly~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~4~
Cuvant: ~austere~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~4~
Cuvant: ~archaism~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~Stravinsky~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~bleeps~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~bloops~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~Titled~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~1~
Cuvant: ~What's~; Parte:  ~wdt+bez-tl~; Parte expl.: ~tag exception: wdt+bez-tl~; Nr. intrari: ~1~
Cuvant: ~enterprising~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~3~
Cuvant: ~introducing~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~6~
Cuvant: ~salient~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~2~
Cuvant: ~grateful~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~20~
Cuvant: ~programed~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~2~
Cuvant: ~station's~; Parte:  ~nn$~; Parte expl.: ~possessive singular noun~; Nr. intrari: ~3~
Cuvant: ~continuity~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~12~
Cuvant: ~Briefer~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~melange~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~Toch~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Karlheinz~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Stockhausen~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Yardumian~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Swedish~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~Karl-Birger~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Blomdahl~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~2~
Cuvant: ~Saturdays~; Parte:  ~nrs~; Parte expl.: ~plural adverbial noun~; Nr. intrari: ~2~
Cuvant: ~wishes~; Parte:  ~vbz~; Parte expl.: ~verb, 3rd. singular present~; Nr. intrari: ~6~
Cuvant: ~whetted~; Parte:  ~vbn~; Parte expl.: ~verb, past participle~; Nr. intrari: ~1~
Cuvant: ~all-too-brief~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~entirety~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~closer~; Parte:  ~jjr~; Parte expl.: ~comparative adjective~; Nr. intrari: ~8~
Cuvant: ~analytical~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~3~
Cuvant: ~compositions~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~2~
Cuvant: ~Moiseyev~; Parte:  ~np-tl~; Parte expl.: ~tag exception: np-tl~; Nr. intrari: ~1~
Cuvant: ~everybody's~; Parte:  ~pn$~; Parte expl.: ~possessive nominal pronoun~; Nr. intrari: ~3~
Cuvant: ~Suite~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~3~
Cuvant: ~Russian~; Parte:  ~jj-tl~; Parte expl.: ~tag exception: jj-tl~; Nr. intrari: ~2~
Cuvant: ~Dances~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~1~
Cuvant: ~inaugural~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~2~
Cuvant: ~maidens~; Parte:  ~nns~; Parte expl.: ~plural noun~; Nr. intrari: ~1~
Cuvant: ~built~; Parte:  ~vbd~; Parte expl.: ~verb, past tense~; Nr. intrari: ~14~
Cuvant: ~steadily~; Parte:  ~rb~; Parte expl.: ~adverb~; Nr. intrari: ~16~
Cuvant: ~Moiseyev~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Yurochka~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~hard-to-please~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~1~
Cuvant: ~come-uppance~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~vigorous~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~18~
Cuvant: ~Polyanka~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Moldavian~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Zhok~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~planting~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~2~
Cuvant: ~Bul'ba~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Quadrille~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~1~
Cuvant: ~Kalmuk~; Parte:  ~np-tl~; Parte expl.: ~tag exception: np-tl~; Nr. intrari: ~1~
Cuvant: ~genial~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~2~
Cuvant: ~juggling~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~2~
Cuvant: ~Tsvetkov~; Parte:  ~np~; Parte expl.: ~proper noun or part of name phrase~; Nr. intrari: ~1~
Cuvant: ~Platter~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~1~
Cuvant: ~betrothal~; Parte:  ~nn~; Parte expl.: ~singular or mass noun~; Nr. intrari: ~1~
Cuvant: ~Summer~; Parte:  ~nn-tl~; Parte expl.: ~tag exception: nn-tl~; Nr. intrari: ~2~
Cuvant: ~Shepherds~; Parte:  ~nns-tl~; Parte expl.: ~tag exception: nns-tl~; Nr. intrari: ~1~
Cuvant: ~Azerbaijan~; Parte:  ~np-tl~; Parte expl.: ~tag exception: np-tl~; Nr. intrari: ~1~
Cuvant: ~hopping~; Parte:  ~vbg~; Parte expl.: ~verb, present participle/gerund~; Nr. intrari: ~4~
Cuvant: ~trenchant~; Parte:  ~jj~; Parte expl.: ~adjective~; Nr. intrari: ~4~
